

============================== EXP at 2026-05-06 05:57:23 ==============================
dev | avg_loss: 2.7734375 | {'exact_match': 0.0, 'rougeL': 6.7734} | threshold: None
train | epoch   0 | g_step:      1/  7140 | loss: 3.3557 | res: 2.9378 | span: 0.4179 | λ: 0.005 | lr: 1.0000e-04 | scale: 1.0 | t: 0.675
train | epoch   0 | g_step:    690/  7140 | loss: 1.9363 | res: 2.1515 | span: 0.0121 | λ: 0.500 | lr: 9.7716e-05 | scale: 1.0 | t: 0.480
train | epoch   0 | g_step:    700/  7140 | loss: 2.8453 | res: 3.1747 | span: 0.0100 | λ: 0.500 | lr: 9.7649e-05 | scale: 1.0 | t: 0.578
train | epoch   0 | g_step:    710/  7140 | loss: 2.9209 | res: 3.1630 | span: 0.0127 | λ: 0.500 | lr: 9.7582e-05 | scale: 1.0 | t: 0.457
dev | avg_loss: 2.33935546875 | {'exact_match': 2.9, 'rougeL': 19.7709} | threshold: None
train | epoch   1 | g_step:    720/  7140 | loss: 2.1477 | res: 2.3327 | span: 0.0118 | λ: 0.500 | lr: 9.7514e-05 | scale: 1.0 | t: 0.430
train | epoch   1 | g_step:    730/  7140 | loss: 2.5848 | res: 2.8451 | span: 0.0127 | λ: 0.500 | lr: 9.7445e-05 | scale: 1.0 | t: 0.622
train | epoch   1 | g_step:    740/  7140 | loss: 2.2733 | res: 2.4703 | span: 0.0121 | λ: 0.500 | lr: 9.7376e-05 | scale: 1.0 | t: 0.471
train | epoch   1 | g_step:    750/  7140 | loss: 1.9345 | res: 2.1371 | span: 0.0111 | λ: 0.500 | lr: 9.7305e-05 | scale: 1.0 | t: 0.529
train | epoch   1 | g_step:    760/  7140 | loss: 2.4690 | res: 2.7096 | span: 0.0143 | λ: 0.500 | lr: 9.7233e-05 | scale: 1.0 | t: 0.515
train | epoch   1 | g_step:    770/  7140 | loss: 2.4882 | res: 2.8052 | span: 0.0123 | λ: 0.500 | lr: 9.7161e-05 | scale: 1.0 | t: 0.435
train | epoch   1 | g_step:    780/  7140 | loss: 2.4689 | res: 2.7382 | span: 0.0150 | λ: 0.500 | lr: 9.7087e-05 | scale: 1.0 | t: 0.480
train | epoch   1 | g_step:    790/  7140 | loss: 2.4734 | res: 2.6952 | span: 0.0119 | λ: 0.500 | lr: 9.7013e-05 | scale: 1.0 | t: 0.539
train | epoch   1 | g_step:    800/  7140 | loss: 2.7782 | res: 3.0668 | span: 0.0120 | λ: 0.500 | lr: 9.6937e-05 | scale: 1.0 | t: 0.446
train | epoch   1 | g_step:    810/  7140 | loss: 2.5129 | res: 2.7919 | span: 0.0113 | λ: 0.500 | lr: 9.6861e-05 | scale: 1.0 | t: 0.545
train | epoch   1 | g_step:    820/  7140 | loss: 2.1513 | res: 2.3505 | span: 0.0129 | λ: 0.500 | lr: 9.6784e-05 | scale: 1.0 | t: 0.524
train | epoch   1 | g_step:    830/  7140 | loss: 2.1997 | res: 2.3729 | span: 0.0134 | λ: 0.500 | lr: 9.6706e-05 | scale: 1.0 | t: 0.454
train | epoch   1 | g_step:    840/  7140 | loss: 2.5346 | res: 2.7647 | span: 0.0127 | λ: 0.500 | lr: 9.6627e-05 | scale: 1.0 | t: 0.612
train | epoch   1 | g_step:    850/  7140 | loss: 2.4355 | res: 2.6914 | span: 0.0128 | λ: 0.500 | lr: 9.6547e-05 | scale: 1.0 | t: 0.599
train | epoch   1 | g_step:    860/  7140 | loss: 2.5407 | res: 2.9070 | span: 0.0150 | λ: 0.500 | lr: 9.6466e-05 | scale: 1.0 | t: 0.556
train | epoch   1 | g_step:    870/  7140 | loss: 2.5064 | res: 2.7749 | span: 0.0152 | λ: 0.500 | lr: 9.6385e-05 | scale: 1.0 | t: 0.483
train | epoch   1 | g_step:    880/  7140 | loss: 2.4791 | res: 2.6914 | span: 0.0137 | λ: 0.500 | lr: 9.6302e-05 | scale: 1.0 | t: 0.621
train | epoch   1 | g_step:    890/  7140 | loss: 2.4411 | res: 2.6528 | span: 0.0118 | λ: 0.500 | lr: 9.6219e-05 | scale: 1.0 | t: 0.561
train | epoch   1 | g_step:    900/  7140 | loss: 1.9683 | res: 2.1363 | span: 0.0123 | λ: 0.500 | lr: 9.6134e-05 | scale: 1.0 | t: 0.546
train | epoch   1 | g_step:    910/  7140 | loss: 2.2061 | res: 2.4660 | span: 0.0130 | λ: 0.500 | lr: 9.6049e-05 | scale: 1.0 | t: 0.619
train | epoch   1 | g_step:    920/  7140 | loss: 2.4529 | res: 2.6673 | span: 0.0134 | λ: 0.500 | lr: 9.5963e-05 | scale: 1.0 | t: 0.613
train | epoch   1 | g_step:    930/  7140 | loss: 2.5776 | res: 2.7989 | span: 0.0128 | λ: 0.500 | lr: 9.5876e-05 | scale: 1.0 | t: 0.604
train | epoch   1 | g_step:    940/  7140 | loss: 1.9531 | res: 2.1582 | span: 0.0128 | λ: 0.500 | lr: 9.5788e-05 | scale: 1.0 | t: 0.432
train | epoch   1 | g_step:    950/  7140 | loss: 2.3835 | res: 2.6294 | span: 0.0123 | λ: 0.500 | lr: 9.5699e-05 | scale: 1.0 | t: 0.610
train | epoch   1 | g_step:    960/  7140 | loss: 2.5526 | res: 2.7237 | span: 0.0121 | λ: 0.500 | lr: 9.5610e-05 | scale: 1.0 | t: 0.618
train | epoch   1 | g_step:    970/  7140 | loss: 2.7227 | res: 2.9470 | span: 0.0148 | λ: 0.500 | lr: 9.5519e-05 | scale: 1.0 | t: 0.489
train | epoch   1 | g_step:    980/  7140 | loss: 2.5232 | res: 2.7492 | span: 0.0126 | λ: 0.500 | lr: 9.5428e-05 | scale: 1.0 | t: 0.495
train | epoch   1 | g_step:    990/  7140 | loss: 2.4888 | res: 2.7388 | span: 0.0125 | λ: 0.500 | lr: 9.5336e-05 | scale: 1.0 | t: 0.503
train | epoch   1 | g_step:   1000/  7140 | loss: 2.0225 | res: 2.1836 | span: 0.0134 | λ: 0.500 | lr: 9.5242e-05 | scale: 1.0 | t: 0.430
train | epoch   1 | g_step:   1010/  7140 | loss: 2.4760 | res: 2.6905 | span: 0.0136 | λ: 0.500 | lr: 9.5148e-05 | scale: 1.0 | t: 0.483
train | epoch   1 | g_step:   1020/  7140 | loss: 2.6721 | res: 2.9490 | span: 0.0141 | λ: 0.500 | lr: 9.5053e-05 | scale: 1.0 | t: 0.529
train | epoch   1 | g_step:   1030/  7140 | loss: 2.5619 | res: 2.8293 | span: 0.0119 | λ: 0.500 | lr: 9.4958e-05 | scale: 1.0 | t: 0.548
train | epoch   1 | g_step:   1040/  7140 | loss: 2.4298 | res: 2.6544 | span: 0.0147 | λ: 0.500 | lr: 9.4861e-05 | scale: 1.0 | t: 0.597
train | epoch   1 | g_step:   1050/  7140 | loss: 2.3578 | res: 2.5772 | span: 0.0125 | λ: 0.500 | lr: 9.4763e-05 | scale: 1.0 | t: 0.561
train | epoch   1 | g_step:   1060/  7140 | loss: 2.6372 | res: 2.8818 | span: 0.0125 | λ: 0.500 | lr: 9.4665e-05 | scale: 1.0 | t: 0.430
train | epoch   1 | g_step:   1070/  7140 | loss: 2.8548 | res: 3.2161 | span: 0.0101 | λ: 0.500 | lr: 9.4566e-05 | scale: 1.0 | t: 0.526
train | epoch   1 | g_step:   1080/  7140 | loss: 2.4318 | res: 2.6644 | span: 0.0121 | λ: 0.500 | lr: 9.4466e-05 | scale: 1.0 | t: 0.553
train | epoch   1 | g_step:   1090/  7140 | loss: 2.3236 | res: 2.5467 | span: 0.0113 | λ: 0.500 | lr: 9.4365e-05 | scale: 1.0 | t: 0.477
train | epoch   1 | g_step:   1100/  7140 | loss: 2.6148 | res: 2.8241 | span: 0.0115 | λ: 0.500 | lr: 9.4263e-05 | scale: 1.0 | t: 0.529
train | epoch   1 | g_step:   1110/  7140 | loss: 2.4015 | res: 2.5682 | span: 0.0105 | λ: 0.500 | lr: 9.4160e-05 | scale: 1.0 | t: 0.544
train | epoch   1 | g_step:   1120/  7140 | loss: 2.1898 | res: 2.3759 | span: 0.0145 | λ: 0.500 | lr: 9.4057e-05 | scale: 1.0 | t: 0.486
train | epoch   1 | g_step:   1130/  7140 | loss: 2.5980 | res: 2.8256 | span: 0.0126 | λ: 0.500 | lr: 9.3952e-05 | scale: 1.0 | t: 0.617
train | epoch   1 | g_step:   1140/  7140 | loss: 2.5898 | res: 2.9099 | span: 0.0120 | λ: 0.500 | lr: 9.3847e-05 | scale: 1.0 | t: 0.520
train | epoch   1 | g_step:   1150/  7140 | loss: 2.8166 | res: 3.0746 | span: 0.0118 | λ: 0.500 | lr: 9.3741e-05 | scale: 1.0 | t: 0.551
train | epoch   1 | g_step:   1160/  7140 | loss: 2.7524 | res: 3.0168 | span: 0.0093 | λ: 0.500 | lr: 9.3634e-05 | scale: 1.0 | t: 0.529
train | epoch   1 | g_step:   1170/  7140 | loss: 2.6425 | res: 2.8508 | span: 0.0117 | λ: 0.500 | lr: 9.3526e-05 | scale: 1.0 | t: 0.658
train | epoch   1 | g_step:   1180/  7140 | loss: 2.5113 | res: 2.7881 | span: 0.0122 | λ: 0.500 | lr: 9.3417e-05 | scale: 1.0 | t: 0.470
train | epoch   1 | g_step:   1190/  7140 | loss: 2.0805 | res: 2.2597 | span: 0.0144 | λ: 0.500 | lr: 9.3308e-05 | scale: 1.0 | t: 0.484
train | epoch   1 | g_step:   1200/  7140 | loss: 2.7220 | res: 3.0702 | span: 0.0116 | λ: 0.500 | lr: 9.3198e-05 | scale: 1.0 | t: 0.487
train | epoch   1 | g_step:   1210/  7140 | loss: 2.6134 | res: 2.8441 | span: 0.0100 | λ: 0.500 | lr: 9.3087e-05 | scale: 1.0 | t: 0.608
train | epoch   1 | g_step:   1220/  7140 | loss: 2.2504 | res: 2.4586 | span: 0.0125 | λ: 0.500 | lr: 9.2975e-05 | scale: 1.0 | t: 0.659
train | epoch   1 | g_step:   1230/  7140 | loss: 2.6082 | res: 2.8101 | span: 0.0127 | λ: 0.500 | lr: 9.2862e-05 | scale: 1.0 | t: 0.631
train | epoch   1 | g_step:   1240/  7140 | loss: 2.4729 | res: 2.6941 | span: 0.0137 | λ: 0.500 | lr: 9.2748e-05 | scale: 1.0 | t: 0.469
train | epoch   1 | g_step:   1250/  7140 | loss: 2.5704 | res: 2.8391 | span: 0.0116 | λ: 0.500 | lr: 9.2634e-05 | scale: 1.0 | t: 0.476
train | epoch   1 | g_step:   1260/  7140 | loss: 2.1943 | res: 2.3495 | span: 0.0124 | λ: 0.500 | lr: 9.2518e-05 | scale: 1.0 | t: 0.497
train | epoch   1 | g_step:   1270/  7140 | loss: 2.6264 | res: 2.9497 | span: 0.0136 | λ: 0.500 | lr: 9.2402e-05 | scale: 1.0 | t: 0.493
train | epoch   1 | g_step:   1280/  7140 | loss: 2.4670 | res: 2.6747 | span: 0.0121 | λ: 0.500 | lr: 9.2285e-05 | scale: 1.0 | t: 0.489


============================== EXP at 2026-05-06 06:10:33 ==============================
dev | avg_loss: 2.7734375 | {'exact_match': 0.0, 'rougeL': 6.7734} | threshold: None
train | epoch   0 | g_step:      2/  3570 | loss: 3.3432 | res: 2.9116 | span: 0.4316 | λ: 0.010 | lr: 1.0000e-04 | scale: 1.0 | t: 0.531
train | epoch   0 | g_step:      3/  3570 | loss: 3.3772 | res: 5.7906 | span: 0.3718 | λ: 0.015 | lr: 1.0000e-04 | scale: 1.0 | t: 0.523
train | epoch   0 | g_step:      4/  3570 | loss: 2.9475 | res: 4.9803 | span: 0.3033 | λ: 0.020 | lr: 1.0000e-04 | scale: 1.0 | t: 0.491
train | epoch   0 | g_step:      5/  3570 | loss: 3.3753 | res: 4.5715 | span: 0.2447 | λ: 0.025 | lr: 1.0000e-04 | scale: 1.0 | t: 0.586
train | epoch   0 | g_step:      6/  3570 | loss: 3.4702 | res: 4.4560 | span: 0.1792 | λ: 0.030 | lr: 1.0000e-04 | scale: 1.0 | t: 0.479
train | epoch   0 | g_step:      7/  3570 | loss: 4.0630 | res: 4.8580 | span: 0.1464 | λ: 0.035 | lr: 9.9999e-05 | scale: 1.0 | t: 0.482
train | epoch   0 | g_step:      8/  3570 | loss: 4.0066 | res: 5.3840 | span: 0.1292 | λ: 0.040 | lr: 9.9999e-05 | scale: 1.0 | t: 0.442
train | epoch   0 | g_step:      9/  3570 | loss: 4.3463 | res: 5.3600 | span: 0.1288 | λ: 0.045 | lr: 9.9999e-05 | scale: 1.0 | t: 0.535
train | epoch   0 | g_step:     10/  3570 | loss: 4.1442 | res: 5.0939 | span: 0.1287 | λ: 0.050 | lr: 9.9998e-05 | scale: 1.0 | t: 0.480
train | epoch   0 | g_step:     11/  3570 | loss: 4.3154 | res: 4.7951 | span: 0.1128 | λ: 0.055 | lr: 9.9998e-05 | scale: 1.0 | t: 0.500
train | epoch   0 | g_step:     12/  3570 | loss: 4.1560 | res: 4.8579 | span: 0.1023 | λ: 0.060 | lr: 9.9998e-05 | scale: 1.0 | t: 0.588
train | epoch   0 | g_step:     13/  3570 | loss: 4.0073 | res: 4.5895 | span: 0.1105 | λ: 0.065 | lr: 9.9997e-05 | scale: 1.0 | t: 0.477
train | epoch   0 | g_step:     14/  3570 | loss: 3.8903 | res: 4.6543 | span: 0.1006 | λ: 0.070 | lr: 9.9997e-05 | scale: 1.0 | t: 0.473
train | epoch   0 | g_step:     15/  3570 | loss: 4.0783 | res: 4.5313 | span: 0.1154 | λ: 0.075 | lr: 9.9996e-05 | scale: 1.0 | t: 0.607
train | epoch   0 | g_step:     16/  3570 | loss: 4.1454 | res: 4.6186 | span: 0.1066 | λ: 0.080 | lr: 9.9996e-05 | scale: 1.0 | t: 0.506
train | epoch   0 | g_step:     17/  3570 | loss: 4.1641 | res: 4.6898 | span: 0.1046 | λ: 0.085 | lr: 9.9995e-05 | scale: 1.0 | t: 0.603
train | epoch   0 | g_step:     18/  3570 | loss: 3.6388 | res: 4.2370 | span: 0.0920 | λ: 0.090 | lr: 9.9994e-05 | scale: 1.0 | t: 0.492
train | epoch   0 | g_step:     19/  3570 | loss: 4.2727 | res: 4.8286 | span: 0.0858 | λ: 0.095 | lr: 9.9994e-05 | scale: 1.0 | t: 0.494
train | epoch   0 | g_step:     20/  3570 | loss: 3.9072 | res: 4.5187 | span: 0.0869 | λ: 0.100 | lr: 9.9993e-05 | scale: 1.0 | t: 0.590
train | epoch   0 | g_step:     21/  3570 | loss: 4.2633 | res: 4.6312 | span: 0.0800 | λ: 0.105 | lr: 9.9992e-05 | scale: 1.0 | t: 0.595
train | epoch   0 | g_step:     22/  3570 | loss: 3.7456 | res: 4.1383 | span: 0.0750 | λ: 0.110 | lr: 9.9991e-05 | scale: 1.0 | t: 0.562
train | epoch   0 | g_step:     23/  3570 | loss: 3.6774 | res: 4.5277 | span: 0.0669 | λ: 0.115 | lr: 9.9991e-05 | scale: 1.0 | t: 0.546
train | epoch   0 | g_step:     24/  3570 | loss: 4.2861 | res: 4.9316 | span: 0.0711 | λ: 0.120 | lr: 9.9990e-05 | scale: 1.0 | t: 0.581
train | epoch   0 | g_step:     25/  3570 | loss: 3.8396 | res: 4.3652 | span: 0.0703 | λ: 0.125 | lr: 9.9989e-05 | scale: 1.0 | t: 0.590
train | epoch   0 | g_step:     26/  3570 | loss: 3.7707 | res: 4.1572 | span: 0.0722 | λ: 0.130 | lr: 9.9988e-05 | scale: 1.0 | t: 0.592
train | epoch   0 | g_step:     27/  3570 | loss: 3.7707 | res: 4.2521 | span: 0.0604 | λ: 0.135 | lr: 9.9987e-05 | scale: 1.0 | t: 0.555
train | epoch   0 | g_step:     28/  3570 | loss: 3.9847 | res: 4.4273 | span: 0.0714 | λ: 0.140 | lr: 9.9986e-05 | scale: 1.0 | t: 0.556
train | epoch   0 | g_step:     29/  3570 | loss: 3.8890 | res: 4.4550 | span: 0.0672 | λ: 0.145 | lr: 9.9985e-05 | scale: 1.0 | t: 0.581
train | epoch   0 | g_step:     30/  3570 | loss: 3.9421 | res: 4.4017 | span: 0.0657 | λ: 0.150 | lr: 9.9984e-05 | scale: 1.0 | t: 0.535
train | epoch   0 | g_step:     31/  3570 | loss: 4.0527 | res: 4.6520 | span: 0.0624 | λ: 0.155 | lr: 9.9983e-05 | scale: 1.0 | t: 0.559
train | epoch   0 | g_step:     32/  3570 | loss: 3.8962 | res: 4.4117 | span: 0.0613 | λ: 0.160 | lr: 9.9981e-05 | scale: 1.0 | t: 0.577
train | epoch   0 | g_step:     33/  3570 | loss: 4.1608 | res: 4.7032 | span: 0.0600 | λ: 0.165 | lr: 9.9980e-05 | scale: 1.0 | t: 0.598
train | epoch   0 | g_step:     34/  3570 | loss: 3.6716 | res: 4.0044 | span: 0.0587 | λ: 0.170 | lr: 9.9979e-05 | scale: 1.0 | t: 0.579
train | epoch   0 | g_step:     35/  3570 | loss: 4.0885 | res: 4.4540 | span: 0.0585 | λ: 0.175 | lr: 9.9978e-05 | scale: 1.0 | t: 0.565
train | epoch   0 | g_step:     36/  3570 | loss: 3.6146 | res: 4.0424 | span: 0.0563 | λ: 0.180 | lr: 9.9976e-05 | scale: 1.0 | t: 0.530
train | epoch   0 | g_step:     37/  3570 | loss: 4.1012 | res: 4.6705 | span: 0.0573 | λ: 0.185 | lr: 9.9975e-05 | scale: 1.0 | t: 0.578
train | epoch   0 | g_step:     38/  3570 | loss: 3.8556 | res: 4.2147 | span: 0.0578 | λ: 0.190 | lr: 9.9974e-05 | scale: 1.0 | t: 0.444
train | epoch   0 | g_step:     39/  3570 | loss: 4.1755 | res: 4.5873 | span: 0.0514 | λ: 0.195 | lr: 9.9972e-05 | scale: 1.0 | t: 0.487
train | epoch   0 | g_step:     40/  3570 | loss: 3.6727 | res: 3.9096 | span: 0.0505 | λ: 0.200 | lr: 9.9971e-05 | scale: 1.0 | t: 0.537
train | epoch   0 | g_step:     41/  3570 | loss: 3.6246 | res: 3.9331 | span: 0.0517 | λ: 0.205 | lr: 9.9969e-05 | scale: 1.0 | t: 0.472
train | epoch   0 | g_step:     42/  3570 | loss: 3.8680 | res: 4.1483 | span: 0.0504 | λ: 0.210 | lr: 9.9967e-05 | scale: 1.0 | t: 0.645
train | epoch   0 | g_step:     43/  3570 | loss: 3.9692 | res: 4.2679 | span: 0.0494 | λ: 0.215 | lr: 9.9966e-05 | scale: 1.0 | t: 0.444
train | epoch   0 | g_step:     44/  3570 | loss: 3.8623 | res: 4.1327 | span: 0.0535 | λ: 0.220 | lr: 9.9964e-05 | scale: 1.0 | t: 0.494
train | epoch   0 | g_step:     45/  3570 | loss: 3.9384 | res: 4.2232 | span: 0.0496 | λ: 0.225 | lr: 9.9963e-05 | scale: 1.0 | t: 0.654
train | epoch   0 | g_step:     46/  3570 | loss: 4.1926 | res: 4.3909 | span: 0.0441 | λ: 0.230 | lr: 9.9961e-05 | scale: 1.0 | t: 0.466
train | epoch   0 | g_step:     47/  3570 | loss: 3.9338 | res: 4.2071 | span: 0.0460 | λ: 0.235 | lr: 9.9959e-05 | scale: 1.0 | t: 0.483
train | epoch   0 | g_step:     48/  3570 | loss: 3.7280 | res: 4.0237 | span: 0.0436 | λ: 0.240 | lr: 9.9957e-05 | scale: 1.0 | t: 0.548
train | epoch   0 | g_step:     49/  3570 | loss: 3.9952 | res: 4.2270 | span: 0.0396 | λ: 0.245 | lr: 9.9955e-05 | scale: 1.0 | t: 0.514
train | epoch   0 | g_step:     50/  3570 | loss: 3.9383 | res: 4.2509 | span: 0.0434 | λ: 0.250 | lr: 9.9954e-05 | scale: 1.0 | t: 0.499
train | epoch   0 | g_step:     51/  3570 | loss: 4.1340 | res: 4.5651 | span: 0.0415 | λ: 0.255 | lr: 9.9952e-05 | scale: 1.0 | t: 0.474
train | epoch   0 | g_step:     52/  3570 | loss: 3.6736 | res: 3.9748 | span: 0.0413 | λ: 0.260 | lr: 9.9950e-05 | scale: 1.0 | t: 0.569
train | epoch   0 | g_step:     53/  3570 | loss: 4.4707 | res: 4.8591 | span: 0.0416 | λ: 0.265 | lr: 9.9948e-05 | scale: 1.0 | t: 0.478
train | epoch   0 | g_step:     54/  3570 | loss: 4.3187 | res: 4.6269 | span: 0.0411 | λ: 0.270 | lr: 9.9946e-05 | scale: 1.0 | t: 0.577
train | epoch   0 | g_step:     55/  3570 | loss: 4.1290 | res: 4.4510 | span: 0.0387 | λ: 0.275 | lr: 9.9944e-05 | scale: 1.0 | t: 0.490
train | epoch   0 | g_step:     56/  3570 | loss: 4.1122 | res: 4.3954 | span: 0.0412 | λ: 0.280 | lr: 9.9942e-05 | scale: 1.0 | t: 0.528
train | epoch   0 | g_step:     57/  3570 | loss: 4.0278 | res: 4.5537 | span: 0.0389 | λ: 0.285 | lr: 9.9939e-05 | scale: 1.0 | t: 0.646
train | epoch   0 | g_step:     58/  3570 | loss: 3.9514 | res: 4.3737 | span: 0.0420 | λ: 0.290 | lr: 9.9937e-05 | scale: 1.0 | t: 0.441
train | epoch   0 | g_step:     59/  3570 | loss: 3.7907 | res: 4.1343 | span: 0.0444 | λ: 0.295 | lr: 9.9935e-05 | scale: 1.0 | t: 0.468
train | epoch   0 | g_step:     60/  3570 | loss: 3.4405 | res: 3.7548 | span: 0.0375 | λ: 0.300 | lr: 9.9933e-05 | scale: 1.0 | t: 0.560
train | epoch   0 | g_step:     61/  3570 | loss: 4.1646 | res: 4.5355 | span: 0.0379 | λ: 0.305 | lr: 9.9930e-05 | scale: 1.0 | t: 0.492
train | epoch   0 | g_step:     62/  3570 | loss: 4.1593 | res: 4.4554 | span: 0.0408 | λ: 0.310 | lr: 9.9928e-05 | scale: 1.0 | t: 0.490
train | epoch   0 | g_step:     63/  3570 | loss: 4.0920 | res: 4.3940 | span: 0.0339 | λ: 0.315 | lr: 9.9926e-05 | scale: 1.0 | t: 0.602
train | epoch   0 | g_step:     64/  3570 | loss: 4.1355 | res: 4.3778 | span: 0.0387 | λ: 0.320 | lr: 9.9923e-05 | scale: 1.0 | t: 0.516
train | epoch   0 | g_step:     65/  3570 | loss: 4.0882 | res: 4.3825 | span: 0.0431 | λ: 0.325 | lr: 9.9921e-05 | scale: 1.0 | t: 0.535
train | epoch   0 | g_step:     66/  3570 | loss: 4.0944 | res: 4.3818 | span: 0.0372 | λ: 0.330 | lr: 9.9918e-05 | scale: 1.0 | t: 0.480
train | epoch   0 | g_step:     67/  3570 | loss: 4.0609 | res: 4.2753 | span: 0.0358 | λ: 0.335 | lr: 9.9916e-05 | scale: 1.0 | t: 0.436
train | epoch   0 | g_step:     68/  3570 | loss: 4.0125 | res: 4.2444 | span: 0.0352 | λ: 0.340 | lr: 9.9913e-05 | scale: 1.0 | t: 0.538
train | epoch   0 | g_step:     69/  3570 | loss: 3.9557 | res: 4.1344 | span: 0.0351 | λ: 0.345 | lr: 9.9911e-05 | scale: 1.0 | t: 0.480
train | epoch   0 | g_step:     70/  3570 | loss: 4.0867 | res: 4.3782 | span: 0.0314 | λ: 0.350 | lr: 9.9908e-05 | scale: 1.0 | t: 0.478
train | epoch   0 | g_step:     71/  3570 | loss: 3.7239 | res: 3.9780 | span: 0.0335 | λ: 0.355 | lr: 9.9905e-05 | scale: 1.0 | t: 0.642
train | epoch   0 | g_step:     72/  3570 | loss: 4.0069 | res: 4.2517 | span: 0.0351 | λ: 0.360 | lr: 9.9903e-05 | scale: 1.0 | t: 0.445
train | epoch   0 | g_step:     73/  3570 | loss: 3.7178 | res: 3.8868 | span: 0.0298 | λ: 0.365 | lr: 9.9900e-05 | scale: 1.0 | t: 0.471
train | epoch   0 | g_step:     74/  3570 | loss: 4.1080 | res: 4.3940 | span: 0.0310 | λ: 0.370 | lr: 9.9897e-05 | scale: 1.0 | t: 0.666
train | epoch   0 | g_step:     75/  3570 | loss: 4.3783 | res: 4.6101 | span: 0.0324 | λ: 0.375 | lr: 9.9894e-05 | scale: 1.0 | t: 0.501
train | epoch   0 | g_step:     76/  3570 | loss: 4.1938 | res: 4.4481 | span: 0.0298 | λ: 0.380 | lr: 9.9891e-05 | scale: 1.0 | t: 0.570
train | epoch   0 | g_step:     77/  3570 | loss: 4.2731 | res: 4.5137 | span: 0.0299 | λ: 0.385 | lr: 9.9888e-05 | scale: 1.0 | t: 0.480
train | epoch   0 | g_step:     78/  3570 | loss: 4.4401 | res: 4.6993 | span: 0.0282 | λ: 0.390 | lr: 9.9885e-05 | scale: 1.0 | t: 0.496
train | epoch   0 | g_step:     79/  3570 | loss: 4.2844 | res: 4.4981 | span: 0.0301 | λ: 0.395 | lr: 9.9882e-05 | scale: 1.0 | t: 0.557
train | epoch   0 | g_step:     80/  3570 | loss: 4.2548 | res: 4.4290 | span: 0.0301 | λ: 0.400 | lr: 9.9879e-05 | scale: 1.0 | t: 0.489
train | epoch   0 | g_step:     81/  3570 | loss: 3.7775 | res: 3.9060 | span: 0.0350 | λ: 0.405 | lr: 9.9876e-05 | scale: 1.0 | t: 0.484
train | epoch   0 | g_step:     82/  3570 | loss: 4.1159 | res: 4.3514 | span: 0.0314 | λ: 0.410 | lr: 9.9873e-05 | scale: 1.0 | t: 0.559
train | epoch   0 | g_step:     83/  3570 | loss: 4.0448 | res: 4.2809 | span: 0.0323 | λ: 0.415 | lr: 9.9870e-05 | scale: 1.0 | t: 0.490
train | epoch   0 | g_step:     84/  3570 | loss: 3.7367 | res: 3.9174 | span: 0.0280 | λ: 0.420 | lr: 9.9867e-05 | scale: 1.0 | t: 0.489
train | epoch   0 | g_step:     85/  3570 | loss: 4.2159 | res: 4.5415 | span: 0.0296 | λ: 0.425 | lr: 9.9864e-05 | scale: 1.0 | t: 0.647
train | epoch   0 | g_step:     86/  3570 | loss: 3.9176 | res: 4.2005 | span: 0.0307 | λ: 0.430 | lr: 9.9860e-05 | scale: 1.0 | t: 0.459
train | epoch   0 | g_step:     87/  3570 | loss: 4.1791 | res: 4.4384 | span: 0.0267 | λ: 0.435 | lr: 9.9857e-05 | scale: 1.0 | t: 0.541
train | epoch   0 | g_step:     88/  3570 | loss: 4.1091 | res: 4.3069 | span: 0.0298 | λ: 0.440 | lr: 9.9854e-05 | scale: 1.0 | t: 0.504
train | epoch   0 | g_step:     89/  3570 | loss: 3.9258 | res: 4.1386 | span: 0.0267 | λ: 0.445 | lr: 9.9850e-05 | scale: 1.0 | t: 0.479
train | epoch   0 | g_step:     90/  3570 | loss: 4.3599 | res: 4.5551 | span: 0.0269 | λ: 0.450 | lr: 9.9847e-05 | scale: 1.0 | t: 0.542
train | epoch   0 | g_step:     91/  3570 | loss: 4.1176 | res: 4.3613 | span: 0.0312 | λ: 0.455 | lr: 9.9843e-05 | scale: 1.0 | t: 0.504
train | epoch   0 | g_step:     92/  3570 | loss: 4.2708 | res: 4.4690 | span: 0.0268 | λ: 0.460 | lr: 9.9840e-05 | scale: 1.0 | t: 0.502
train | epoch   0 | g_step:     93/  3570 | loss: 4.0573 | res: 4.2196 | span: 0.0278 | λ: 0.465 | lr: 9.9836e-05 | scale: 1.0 | t: 0.586
train | epoch   0 | g_step:     94/  3570 | loss: 3.9646 | res: 4.1711 | span: 0.0261 | λ: 0.470 | lr: 9.9833e-05 | scale: 1.0 | t: 0.478
train | epoch   0 | g_step:     95/  3570 | loss: 4.0848 | res: 4.2454 | span: 0.0283 | λ: 0.475 | lr: 9.9829e-05 | scale: 1.0 | t: 0.486
train | epoch   0 | g_step:     96/  3570 | loss: 3.9657 | res: 4.1304 | span: 0.0257 | λ: 0.480 | lr: 9.9826e-05 | scale: 1.0 | t: 0.597
train | epoch   0 | g_step:     97/  3570 | loss: 3.7667 | res: 3.9226 | span: 0.0267 | λ: 0.485 | lr: 9.9822e-05 | scale: 1.0 | t: 0.478
train | epoch   0 | g_step:     98/  3570 | loss: 4.0670 | res: 4.2542 | span: 0.0261 | λ: 0.490 | lr: 9.9818e-05 | scale: 1.0 | t: 0.500
